"variable","block"
"pos_4953","mM"
"neg_6294","mM"
"pos_10432","mM"
"pos_738","mM"
"neg_4295","mM"
"neg_19","mM"
"neg_7319","mM"
"neg_6696","mM"
"pos_11340","mM"
"pos_8674","mM"
"pos_8454","mM"
"neg_2327","mM"
"neg_9040","mM"
"pos_8566","mM"
"neg_9146","mM"
"pos_8309","mM"
"pos_10793","mM"
"neg_6372","mM"
"neg_8548","mM"
"pos_3470","mM"
"neg_4913","mM"
"pos_305","mM"
"pos_3274","mM"
"neg_9106","mM"
"pos_4205","mM"
"pos_2725","mM"
"pos_4124","mM"
"neg_10167","mM"
"neg_9966","mM"
"pos_11621","mM"
"pos_11376","mM"
"pos_5705","mM"
"pos_10047","mM"
"pos_8306","mM"
"pos_8470","mM"
"neg_6882","mM"
"neg_8410","mM"
"neg_6419","mM"
"pos_3913","mM"
"neg_10040","mM"
"pos_10384","mM"
"neg_7557","mM"
"neg_3888","mM"
"pos_561","mM"
"pos_11238","mM"
"neg_8293","mM"
"pos_11385","mM"
"neg_1497","mM"
"neg_1948","mM"
"neg_4103","mM"
"pos_4412","mM"
"pos_3443","mM"
"neg_8430","mM"
"neg_5502","mM"
"pos_4329","mM"
"pos_10304","mM"
"neg_7102","mM"
"pos_11511","mM"
"pos_231","mM"
"neg_121","mM"
"pos_1433","mM"
"pos_8685","mM"
"neg_2374","mM"
"pos_8060","mM"
"pos_2859","mM"
"neg_5305","mM"
"neg_5135","mM"
"neg_8246","mM"
"neg_1985","mM"
"neg_892","mM"
"neg_5029","mM"
"pos_7130","mM"
"neg_4807","mM"
"neg_6020","mM"
"pos_878","mM"
"pos_7525","mM"
"pos_3486","mM"
"pos_716","mM"
"neg_6353","mM"
"neg_7230","mM"
"pos_2798","mM"
"neg_1904","mM"
"neg_1494","mM"
"pos_5406","mM"
"pos_5649","mM"
"neg_4861","mM"
"neg_9685","mM"
"pos_3462","mM"
"pos_1278","mM"
"pos_3349","mM"
"pos_10736","mM"
"pos_11994","mM"
"neg_7207","mM"
"pos_2714","mM"
"neg_4638","mM"
"neg_665","mM"
"pos_8664","mM"
"neg_8396","mM"
"neg_6709","mM"
"pos_8314","mM"
"neg_101","mM"
"neg_8830","mM"
"neg_6340","mM"
"neg_10126","mM"
"neg_3843","mM"
"neg_2658","mM"
"pos_8304","mM"
"pos_5781","mM"
"neg_4773","mM"
"neg_3492","mM"
"neg_1862","mM"
"pos_8682","mM"
"neg_6936","mM"
"neg_6956","mM"
"neg_4650","mM"
"pos_3286","mM"
"neg_2297","mM"
"pos_2519","mM"
"pos_7715","mM"
"neg_24","mM"
"pos_2813","mM"
"pos_10802","mM"
"neg_2659","mM"
"pos_4989","mM"
"pos_2819","mM"
"neg_2751","mM"
"pos_750","mM"
"pos_4263","mM"
"neg_3638","mM"
"neg_1113","mM"
"neg_6231","mM"
"pos_1875","mM"
"neg_1944","mM"
"neg_6946","mM"
"neg_821","mM"
"neg_8345","mM"
"pos_7069","mM"
"pos_8595","mM"
"pos_10152","mM"
"pos_8778","mM"
"pos_5427","mM"
"neg_8504","mM"
"neg_183","mM"
"neg_436","mM"
"neg_577","mM"
"pos_2938","mM"
"pos_2215","mM"
"neg_5516","mM"
"neg_9813","mM"
"pos_1595","mM"
"pos_7796","mM"
"neg_6964","mM"
"pos_8564","mM"
"pos_2515","mM"
"pos_10164","mM"
"neg_6897","mM"
"pos_4319","mM"
"neg_6213","mM"
"pos_5703","mM"
"pos_3828","mM"
"pos_2779","mM"
"pos_11614","mM"
"pos_8833","mM"
"pos_3294","mM"
"pos_2838","mM"
"pos_4529","mM"
"pos_10127","mM"
"pos_10724","mM"
"pos_11343","mM"
"pos_8234","mM"
"neg_1662","mM"
"pos_166","mM"
"neg_9494","mM"
"neg_9149","mM"
"pos_3907","mM"
"pos_2806","mM"
"pos_3207","mM"
"neg_2656","mM"
"neg_6264","mM"
"neg_4766","mM"
"neg_9692","mM"
"pos_8430","mM"
"pos_3363","mM"
"pos_8693","mM"
"neg_3639","mM"
"pos_3475","mM"
"neg_7028","mM"
"neg_4799","mM"
"neg_1394","mM"
"pos_908","mM"
"neg_4808","mM"
"pos_224","mM"
"pos_2120","mM"
"neg_1510","mM"
"neg_2548","mM"
"neg_9435","mM"
"pos_8706","mM"
"pos_5907","mM"
"pos_10898","mM"
"pos_2721","mM"
"pos_1152","mM"
"pos_746","mM"
"neg_6945","mM"
"neg_6315","mM"
"neg_2908","mM"
"pos_2797","mM"
"neg_2670","mM"
"neg_1700","mM"
"pos_4930","mM"
"pos_2241","mM"
"neg_831","mM"
"neg_9359","mM"
"neg_9844","mM"
"pos_1609","mM"
"neg_258","mM"
"pos_9741","mM"
"pos_11623","mM"
"pos_727","mM"
"neg_1388","mM"
"pos_10289","mM"
"neg_9973","mM"
"neg_8032","mM"
"pos_7595","mM"
"neg_6699","mM"
"neg_6844","mM"
"pos_8939","mM"
"pos_349","mM"
"pos_5797","mM"
"pos_2954","mM"
"pos_4108","mM"
"neg_8415","mM"
"pos_5669","mM"
"neg_10248","mM"
"neg_9992","mM"
"pos_4802","mM"
"neg_1971","mM"
"pos_8652","mM"
"neg_3013","mM"
"pos_7597","mM"
"pos_2874","mM"
"neg_289","mM"
"neg_7416","mM"
"pos_8209","mM"
"pos_8343","mM"
"pos_2727","mM"
"neg_8428","mM"
"neg_8945","mM"
"neg_5053","mM"
"pos_515","mM"
"pos_4988","mM"
"pos_4750","mM"
"neg_1403","mM"
"pos_7242","mM"
"neg_6550","mM"
"pos_10917","mM"
"pos_1298","mM"
"neg_2065","mM"
"neg_5041","mM"
"pos_10767","mM"
"pos_4717","mM"
"pos_2682","mM"
"pos_1466","mM"
"pos_1770","mM"
"pos_10555","mM"
"pos_8354","mM"
"pos_4231","mM"
"neg_9308","mM"
"pos_1227","mM"
"pos_685","mM"
"pos_10666","mM"
"neg_1840","mM"
"pos_8651","mM"
"neg_7120","mM"
"neg_6753","mM"
"neg_1688","mM"
"pos_2204","mM"
"neg_775","mM"
"pos_1656","mM"
"pos_354","mM"
"pos_2799","mM"
"pos_10725","mM"
"neg_8419","mM"
"neg_3150","mM"
"pos_11734","mM"
"neg_6497","mM"
"neg_3631","mM"
"neg_549","mM"
"pos_1721","mM"
"neg_1860","mM"
"neg_6227","mM"
"neg_8576","mM"
"pos_7523","mM"
"neg_4970","mM"
"pos_8647","mM"
"neg_8218","mM"
"pos_5798","mM"
"neg_1297","mM"
"pos_3279","mM"
"pos_741","mM"
"pos_11391","mM"
"neg_1682","mM"
"neg_5042","mM"
"pos_39","mM"
"neg_9578","mM"
"neg_7095","mM"
"pos_8018","mM"
"neg_6894","mM"
"pos_3454","mM"
"neg_1065","mM"
"pos_3859","mM"
"pos_4333","mM"
"neg_6013","mM"
"neg_4076","mM"
"pos_1279","mM"
"pos_1771","mM"
"neg_5936","mM"
"pos_8064","mM"
"neg_4600","mM"
"neg_7138","mM"
"neg_9681","mM"
"pos_720","mM"
"pos_5167","mM"
"pos_2752","mM"
"neg_4546","mM"
"pos_2837","mM"
"neg_9965","mM"
"neg_2700","mM"
"pos_4720","mM"
"neg_3617","mM"
"neg_9313","mM"
"neg_3127","mM"
"neg_7107","mM"
"neg_10024","mM"
"neg_4704","mM"
"neg_8900","mM"
"pos_5071","mM"
"pos_306","mM"
"neg_8954","mM"
"neg_2366","mM"
"pos_10670","mM"
"pos_5065","mM"
"pos_8333","mM"
"neg_4141","mM"
"pos_9924","mM"
"pos_8422","mM"
"pos_1276","mM"
"neg_9654","mM"
"neg_9968","mM"
"pos_8492","mM"
"pos_11516","mM"
"pos_5733","mM"
"pos_5497","mM"
"neg_7177","mM"
"neg_8699","mM"
"neg_1470","mM"
"neg_1304","mM"
"pos_1314","mM"
"neg_2547","mM"
"pos_8115","mM"
"pos_3238","mM"
"neg_2642","mM"
"neg_422","mM"
"neg_10016","mM"
"pos_1281","mM"
"neg_4727","mM"
"neg_2479","mM"
"neg_8460","mM"
"neg_10060","mM"
"neg_2029","mM"
"pos_2133","mM"
"neg_6891","mM"
"pos_5861","mM"
"pos_2949","mM"
"pos_4334","mM"
"neg_8767","mM"
"pos_2104","mM"
"neg_1445","mM"
"neg_1548","mM"
"pos_8130","mM"
"neg_125","mM"
"pos_1723","mM"
"pos_10864","mM"
"pos_8360","mM"
"neg_9816","mM"
"neg_7134","mM"
"neg_4729","mM"
"pos_7849","mM"
"neg_2612","mM"
"neg_9723","mM"
"pos_10924","mM"
"pos_10474","mM"
"pos_2926","mM"
"neg_9229","mM"
"pos_2189","mM"
"neg_10163","mM"
"neg_8846","mM"
"neg_6697","mM"
"neg_9067","mM"
"pos_307","mM"
"neg_9571","mM"
"pos_557","mM"
"pos_8382","mM"
"neg_4244","mM"
"neg_2775","mM"
"pos_5622","mM"
"pos_10980","mM"
"pos_4515","mM"
"pos_732","mM"
"pos_5370","mM"
"neg_9171","mM"
"pos_7914","mM"
"neg_7037","mM"
"neg_9168","mM"
"pos_9899","mM"
"pos_3307","mM"
"neg_2053","mM"
"pos_11577","mM"
"pos_8743","mM"
"neg_669","mM"
"pos_8535","mM"
"neg_8671","mM"
"pos_35","mM"
"neg_5056","mM"
"pos_181","mM"
"neg_4708","mM"
"neg_7588","mM"
"pos_7546","mM"
"pos_8592","mM"
"pos_2868","mM"
"neg_10134","mM"
"neg_533","mM"
"neg_2766","mM"
"pos_11515","mM"
"pos_8703","mM"
"pos_3364","mM"
"pos_2803","mM"
"pos_9857","mM"
"pos_3149","mM"
"neg_9084","mM"
"pos_6447","mM"
"neg_4986","mM"
"neg_6948","mM"
"pos_330","mM"
"pos_9342","mM"
"neg_7461","mM"
"pos_1715","mM"
"pos_4641","mM"
"pos_6282","mM"
"pos_2615","mM"
"pos_3598","mM"
"neg_5972","mM"
"pos_8773","mM"
"neg_4634","mM"
"neg_9212","mM"
"neg_4200","mM"
"neg_9812","mM"
"pos_1960","mM"
"pos_4782","mM"
"pos_11838","mM"
"neg_10025","mM"
"neg_6620","mM"
"pos_11086","mM"
"pos_11514","mM"
"neg_133","mM"
"pos_7325","mM"
"pos_1283","mM"
"pos_8312","mM"
"neg_5320","mM"
"neg_4720","mM"
"neg_3058","mM"
"neg_10366","mM"
"pos_6195","mM"
"neg_3121","mM"
"pos_1693","mM"
"pos_7564","mM"
"pos_7091","mM"
"neg_1439","mM"
"neg_6837","mM"
"pos_10856","mM"
"neg_10403","mM"
"pos_4624","mM"
"neg_6010","mM"
"neg_1724","mM"
"neg_1942","mM"
"neg_7403","mM"
"neg_767","mM"
"pos_8431","mM"
"neg_2319","mM"
"pos_6448","mM"
"neg_968","mM"
"neg_9393","mM"
"neg_6572","mM"
"pos_10639","mM"
"neg_7767","mM"
"pos_909","mM"
"pos_436","mM"
"neg_6430","mM"
"pos_899","mM"
"pos_2261","mM"
"neg_4108","mM"
"neg_1423","mM"
"pos_3895","mM"
"neg_2390","mM"
"pos_9931","mM"
"neg_7394","mM"
"pos_1705","mM"
"pos_7104","mM"
"pos_9559","mM"
"pos_5873","mM"
"neg_6944","mM"
"neg_4079","mM"
"neg_1685","mM"
"neg_2722","mM"
"neg_1376","mM"
"neg_9207","mM"
"pos_10533","mM"
"neg_8453","mM"
"pos_8654","mM"
"neg_9817","mM"
"neg_3891","mM"
"pos_2205","mM"
"neg_7141","mM"
"pos_4839","mM"
"pos_7368","mM"
"pos_5764","mM"
"neg_4470","mM"
"pos_1456","mM"
"neg_5321","mM"
"pos_7062","mM"
"neg_7229","mM"
"pos_8628","mM"
"pos_586","mM"
"pos_8082","mM"
"pos_5826","mM"
"pos_10883","mM"
"neg_349","mM"
"pos_608","mM"
"pos_10790","mM"
"neg_5026","mM"
"pos_11544","mM"
"neg_5237","mM"
"pos_854","mM"
"neg_8296","mM"
"neg_2744","mM"
"pos_11096","mM"
"pos_6882","mM"
"neg_1003","mM"
"pos_7087","mM"
"pos_8814","mM"
"pos_3855","mM"
"pos_7635","mM"
"pos_11316","mM"
"pos_4817","mM"
"pos_4935","mM"
"pos_3498","mM"
"neg_10375","mM"
"neg_1482","mM"
"pos_1229","mM"
"pos_10797","mM"
"neg_9277","mM"
"neg_752","mM"
"pos_1832","mM"
"pos_8834","mM"
"pos_5124","mM"
"neg_1973","mM"
"pos_6204","mM"
"pos_7432","mM"
"pos_1695","mM"
"neg_4187","mM"
"pos_11708","mM"
"pos_10424","mM"
"pos_8839","mM"
"neg_9916","mM"
"pos_911","mM"
"neg_3556","mM"
"pos_986","mM"
"neg_4982","mM"
"neg_10029","mM"
"pos_3426","mM"
"pos_7836","mM"
"neg_1325","mM"
"pos_4460","mM"
"pos_3309","mM"
"neg_5046","mM"
"pos_4285","mM"
"pos_1613","mM"
"neg_7103","mM"
"neg_2503","mM"
"neg_10048","mM"
"pos_10618","mM"
"neg_7065","mM"
"pos_8552","mM"
"pos_1764","mM"
"neg_2223","mM"
"pos_8460","mM"
"neg_10158","mM"
"neg_3910","mM"
"neg_3136","mM"
"pos_1550","mM"
"neg_6885","mM"
"pos_8367","mM"
"neg_6479","mM"
"neg_758","mM"
"neg_5388","mM"
"neg_4965","mM"
"pos_5712","mM"
"neg_5258","mM"
"neg_2268","mM"
"neg_7024","mM"
"pos_1254","mM"
"pos_5276","mM"
"pos_5915","mM"
"pos_1792","mM"
"pos_4106","mM"
"neg_9579","mM"
"neg_818","mM"
"pos_8299","mM"
"pos_4411","mM"
"pos_10579","mM"
"neg_1605","mM"
"neg_7609","mM"
"pos_4929","mM"
"neg_1892","mM"
"neg_8765","mM"
"neg_4869","mM"
"pos_4419","mM"
"neg_9068","mM"
"pos_6208","mM"
"pos_8686","mM"
"neg_10249","mM"
"neg_8242","mM"
"pos_2148","mM"
"neg_5019","mM"
"pos_4647","mM"
"neg_8717","mM"
"neg_2321","mM"
"neg_6232","mM"
"neg_1447","mM"
"pos_3124","mM"
"neg_6443","mM"
"neg_6018","mM"
"pos_5289","mM"
"neg_8091","mM"
"pos_4659","mM"
"neg_4752","mM"
"pos_5951","mM"
"pos_4952","mM"
"neg_5500","mM"
"pos_219","mM"
"pos_4626","mM"
"neg_6769","mM"
"neg_3644","mM"
"neg_1203","mM"
"pos_7984","mM"
"pos_2878","mM"
"pos_5665","mM"
"neg_7234","mM"
"pos_1337","mM"
"pos_9865","mM"
"neg_9133","mM"
"neg_8619","mM"
"neg_6548","mM"
"pos_1707","mM"
"neg_10184","mM"
"neg_2666","mM"
"neg_6575","mM"
"pos_5708","mM"
"neg_1928","mM"
"neg_1527","mM"
"pos_5010","mM"
"pos_2450","mM"
"pos_10056","mM"
"neg_5431","mM"
"pos_2202","mM"
"pos_10714","mM"
"neg_6615","mM"
"pos_5900","mM"
"pos_11611","mM"
"pos_10803","mM"
"pos_366","mM"
"neg_1411","mM"
"pos_4212","mM"
"neg_403","mM"
"neg_3989","mM"
"pos_348","mM"
"neg_6842","mM"
"neg_8854","mM"
"neg_3938","mM"
"neg_5013","mM"
"neg_3","mM"
"neg_293","mM"
"pos_5371","mM"
"neg_7676","mM"
"neg_6328","mM"
"pos_4409","mM"
"pos_2751","mM"
"neg_6338","mM"
"neg_4618","mM"
"pos_2756","mM"
"pos_3916","mM"
"pos_10111","mM"
"pos_7673","mM"
"neg_1503","mM"
"neg_9172","mM"
"pos_8207","mM"
"neg_986","mM"
"pos_8486","mM"
"neg_7689","mM"
"neg_750","mM"
"neg_2599","mM"
"neg_3162","mM"
"pos_4068","mM"
"pos_3276","mM"
"neg_7245","mM"
"pos_6303","mM"
"neg_152","mM"
"neg_9664","mM"
"pos_1854","mM"
"neg_7803","mM"
"pos_2187","mM"
"neg_9069","mM"
"neg_1001","mM"
"neg_4050","mM"
"neg_3932","mM"
"neg_8503","mM"
"neg_1098","mM"
"pos_2570","mM"
"pos_4208","mM"
"neg_4825","mM"
"neg_5929","mM"
"pos_8092","mM"
"pos_1776","mM"
"pos_12017","mM"
"neg_10414","mM"
"pos_10748","mM"
"pos_3023","mM"
"neg_9814","mM"
"neg_5014","mM"
"pos_5944","mM"
"pos_10497","mM"
"pos_11629","mM"
"neg_4750","mM"
"pos_4670","mM"
"pos_10516","mM"
"neg_8248","mM"
"pos_10984","mM"
"neg_2694","mM"
"pos_12028","mM"
"pos_8848","mM"
"neg_6597","mM"
"neg_756","mM"
"neg_2887","mM"
"neg_2055","mM"
"pos_1830","mM"
"pos_5514","mM"
"neg_7940","mM"
"neg_376","mM"
"pos_10418","mM"
"pos_402","mM"
"pos_425","mM"
"neg_8647","mM"
"pos_10365","mM"
"pos_10559","mM"
"pos_4223","mM"
"pos_4713","mM"
"neg_193","mM"
"neg_5423","mM"
"pos_4739","mM"
"pos_5340","mM"
"pos_5650","mM"
"neg_9789","mM"
"pos_1150","mM"
"neg_6830","mM"
"neg_7165","mM"
"neg_9447","mM"
"pos_2212","mM"
"pos_2866","mM"
"neg_4714","mM"
"neg_3022","mM"
"pos_2174","mM"
"neg_3381","mM"
"neg_4771","mM"
"neg_6042","mM"
"pos_5824","mM"
"pos_615","mM"
"neg_7950","mM"
"pos_5207","mM"
"neg_9099","mM"
"pos_1938","mM"
"pos_3033","mM"
"neg_7982","mM"
"pos_8659","mM"
"neg_6672","mM"
"pos_7875","mM"
"pos_1661","mM"
"pos_2176","mM"
"neg_8241","mM"
"neg_1508","mM"
"neg_9565","mM"
"pos_2748","mM"
"pos_10716","mM"
"pos_4352","mM"
"pos_4922","mM"
"neg_2272","mM"
"pos_10130","mM"
"neg_2220","mM"
"pos_10343","mM"
"neg_4241","mM"
"neg_3632","mM"
"pos_2718","mM"
"pos_1166","mM"
"neg_1387","mM"
"pos_9240","mM"
"neg_6770","mM"
"pos_1244","mM"
"neg_8640","mM"
"neg_7805","mM"
"pos_11394","mM"
"neg_1086","mM"
"neg_8785","mM"
"neg_9162","mM"
"neg_8087","mM"
"pos_8275","mM"
"neg_1686","mM"
"pos_10558","mM"
"pos_8716","mM"
"pos_2168","mM"
"pos_5195","mM"
"pos_1455","mM"
"neg_8704","mM"
"pos_782","mM"
"pos_3887","mM"
"pos_1714","mM"
"neg_3682","mM"
"pos_445","mM"
"neg_4689","mM"
"neg_3085","mM"
"neg_367","mM"
"neg_6687","mM"
"neg_2706","mM"
"pos_134","mM"
"neg_7048","mM"
"neg_3781","mM"
"neg_8294","mM"
"pos_11820","mM"
"neg_7824","mM"
"pos_8727","mM"
"pos_8423","mM"
"neg_8190","mM"
"neg_1464","mM"
"neg_9845","mM"
"pos_8346","mM"
"pos_8936","mM"
"pos_3239","mM"
"pos_3915","mM"
"pos_213","mM"
"pos_550","mM"
"neg_7","mM"
"neg_1426","mM"
"pos_4728","mM"
"pos_10564","mM"
"pos_320","mM"
"pos_1557","mM"
"neg_10123","mM"
"pos_5898","mM"
"neg_2714","mM"
"pos_1142","mM"
"pos_2345","mM"
"pos_4600","mM"
"neg_10176","mM"
"pos_2169","mM"
"pos_2888","mM"
"pos_5046","mM"
"pos_1867","mM"
"pos_6526","mM"
"neg_1037","mM"
"neg_1349","mM"
"pos_5208","mM"
"pos_8277","mM"
"neg_7370","mM"
"neg_3451","mM"
"neg_4151","mM"
"neg_9031","mM"
"neg_3591","mM"
"neg_914","mM"
"neg_1984","mM"
"pos_4733","mM"
"pos_6794","mM"
"pos_8107","mM"
"pos_5663","mM"
"pos_10934","mM"
"pos_408","mM"
"pos_2097","mM"
"pos_3580","mM"
"neg_8121","mM"
"neg_3030","mM"
"neg_10279","mM"
"neg_2348","mM"
"pos_1499","mM"
"pos_2802","mM"
"neg_9134","mM"
"neg_10177","mM"
"pos_4725","mM"
"pos_11145","mM"
"pos_458","mM"
"neg_5795","mM"
"neg_10178","mM"
"neg_3532","mM"
"neg_9818","mM"
"pos_2679","mM"
"neg_5432","mM"
"pos_2771","mM"
"pos_1651","mM"
"pos_4278","mM"
"neg_9822","mM"
"pos_3717","mM"
"neg_2424","mM"
"neg_9010","mM"
"neg_7801","mM"
"neg_8906","mM"
"neg_9183","mM"
"pos_474","mM"
"neg_8516","mM"
"neg_7393","mM"
"neg_4973","mM"
"neg_3581","mM"
"pos_9954","mM"
"pos_4193","mM"
"pos_2707","mM"
"neg_1060","mM"
"pos_4283","mM"
"pos_2219","mM"
"pos_5338","mM"
"pos_769","mM"
"pos_8555","mM"
"pos_3752","mM"
"pos_5051","mM"
"pos_7586","mM"
"pos_2903","mM"
"pos_10595","mM"
"pos_10270","mM"
"neg_3326","mM"
"neg_8198","mM"
"neg_7576","mM"
"pos_4971","mM"
"pos_5580","mM"
"pos_5007","mM"
"neg_3497","mM"
"neg_8806","mM"
"pos_5934","mM"
"pos_5596","mM"
"neg_2318","mM"
"neg_1887","mM"
"neg_3606","mM"
"pos_2710","mM"
"neg_2082","mM"
"pos_1811","mM"
"neg_2490","mM"
"pos_1726","mM"
"pos_8022","mM"
"pos_3159","mM"
"neg_9774","mM"
"neg_8285","mM"
"neg_8322","mM"
"neg_568","mM"
"neg_957","mM"
"neg_3224","mM"
"neg_7169","mM"
"neg_2322","mM"
"pos_3140","mM"
"neg_2347","mM"
"pos_2253","mM"
"pos_11752","mM"
"pos_6134","mM"
"pos_379","mM"
"neg_2997","mM"
"neg_8485","mM"
"neg_9684","mM"
"neg_8243","mM"
"neg_6754","mM"
"pos_2807","mM"
"pos_939","mM"
"neg_6494","mM"
"neg_363","mM"
"neg_3118","mM"
"pos_10259","mM"
"pos_6242","mM"
"neg_9030","mM"
"neg_570","mM"
"pos_8473","mM"
"pos_862","mM"
"pos_11632","mM"
"pos_8331","mM"
"neg_8766","mM"
"neg_4833","mM"
"pos_2906","mM"
"neg_7820","mM"
"pos_5802","mM"
"pos_9184","mM"
"pos_10491","mM"
"pos_11777","mM"
"pos_9721","mM"
"pos_187","mM"
"neg_132","mM"
"pos_611","mM"
"pos_1732","mM"
"pos_5724","mM"
"neg_4038","mM"
"neg_2316","mM"
"neg_6370","mM"
"pos_11769","mM"
"neg_8217","mM"
"pos_11003","mM"
"pos_92","mM"
"pos_11772","mM"
"pos_11304","mM"
"pos_2059","mM"
"pos_4029","mM"
"neg_3856","mM"
"neg_10047","mM"
"neg_1068","mM"
"pos_8482","mM"
"pos_5030","mM"
"pos_5626","mM"
"pos_5487","mM"
"neg_6887","mM"
"pos_7065","mM"
"neg_6905","mM"
"neg_6972","mM"
"neg_9769","mM"
"pos_10763","mM"
"pos_1271","mM"
"pos_4791","mM"
"neg_827","mM"
"pos_7708","mM"
"pos_3800","mM"
"pos_5125","mM"
"pos_8084","mM"
"neg_5915","mM"
"neg_9062","mM"
"pos_8176","mM"
"neg_1816","mM"
"neg_9150","mM"
"neg_4199","mM"
"pos_2950","mM"
"pos_8969","mM"
"pos_7917","mM"
"neg_9182","mM"
"neg_3788","mM"
"neg_8821","mM"
"pos_2216","mM"
"pos_9088","mM"
"neg_8760","mM"
"pos_4202","mM"
"neg_9228","mM"
"pos_8133","mM"
"pos_383","mM"
"pos_3911","mM"
"pos_11140","mM"
"pos_4844","mM"
"neg_6187","mM"
"neg_4706","mM"
"neg_2533","mM"
"neg_4723","mM"
"pos_10007","mM"
"neg_4804","mM"
"neg_9847","mM"
"pos_11737","mM"
"pos_6528","mM"
"pos_1728","mM"
"pos_10620","mM"
"neg_2880","mM"
"pos_10019","mM"
"pos_6036","mM"
"pos_32","mM"
"pos_3148","mM"
"neg_9309","mM"
"neg_1988","mM"
"pos_34","mM"
"pos_10054","mM"
"neg_2677","mM"
"neg_8478","mM"
"neg_2803","mM"
"pos_4621","mM"
"pos_1474","mM"
"neg_2278","mM"
"pos_9953","mM"
"neg_9910","mM"
"pos_11209","mM"
"pos_737","mM"
"pos_11654","mM"
"pos_9838","mM"
"neg_190","mM"
"pos_5467","mM"
"pos_507","mM"
"pos_489","mM"
"pos_2058","mM"
"neg_1437","mM"
"pos_11583","mM"
"neg_7447","mM"
"neg_4816","mM"
"neg_7693","mM"
"neg_7316","mM"
"pos_5630","mM"
"neg_8411","mM"
"neg_226","mM"
"pos_8591","mM"
"pos_6403","mM"
"pos_3782","mM"
"pos_2208","mM"
"neg_1433","mM"
"pos_2530","mM"
"neg_6967","mM"
"neg_4734","mM"
"pos_8358","mM"
"neg_3982","mM"
"neg_7321","mM"
"pos_11146","mM"
"pos_7416","mM"
"pos_2680","mM"
"neg_1306","mM"
"pos_291","mM"
"pos_8888","mM"
"pos_7294","mM"
"pos_2262","mM"
"neg_6624","mM"
"neg_4143","mM"
"pos_6953","mM"
"pos_9773","mM"
"neg_97","mM"
"pos_10625","mM"
"pos_10539","mM"
"neg_8573","mM"
"neg_5942","mM"
"pos_1564","mM"
"neg_9297","mM"
"neg_7315","mM"
"pos_5687","mM"
"neg_1104","mM"
"pos_4616","mM"
"neg_10204","mM"
"pos_4898","mM"
"pos_8260","mM"
"neg_6863","mM"
"neg_9026","mM"
"neg_4744","mM"
"neg_4356","mM"
"pos_8520","mM"
"neg_8118","mM"
"neg_583","mM"
"neg_4158","mM"
"neg_3458","mM"
"pos_2211","mM"
"pos_8450","mM"
"pos_11241","mM"
"neg_4730","mM"
"neg_4051","mM"
"neg_8267","mM"
"neg_1947","mM"
"pos_11659","mM"
"pos_1085","mM"
"pos_8557","mM"
"pos_8660","mM"
"pos_6178","mM"
"pos_6868","mM"
"pos_8414","mM"
"pos_11508","mM"
"neg_958","mM"
"neg_754","mM"
"pos_1035","mM"
"neg_9430","mM"
"pos_8452","mM"
"pos_9389","mM"
"neg_10183","mM"
"pos_4301","mM"
"neg_9995","mM"
"neg_3964","mM"
"pos_2076","mM"
"pos_3642","mM"
"neg_5406","mM"
"pos_2654","mM"
"pos_10018","mM"
"neg_7100","mM"
"pos_3632","mM"
"pos_7475","mM"
"pos_10990","mM"
"pos_9940","mM"
"pos_10669","mM"
"neg_8330","mM"
"pos_4956","mM"
"pos_8384","mM"
"neg_3598","mM"
"pos_10374","mM"
"pos_5785","mM"
"neg_1150","mM"
"neg_4866","mM"
"pos_751","mM"
"neg_3552","mM"
"pos_4150","mM"
"neg_8929","mM"
"neg_4299","mM"
"pos_11094","mM"
"pos_10861","mM"
"neg_2131","mM"
"neg_2049","mM"
"pos_10346","mM"
"pos_1514","mM"
"pos_7738","mM"
"pos_6138","mM"
"neg_1084","mM"
"neg_4929","mM"
"pos_2607","mM"
"pos_5265","mM"
"pos_4812","mM"
"pos_2502","mM"
"pos_2642","mM"
"pos_11482","mM"
"neg_8949","mM"
"neg_9759","mM"
"neg_9883","mM"
"pos_10665","mM"
"neg_1637","mM"
"pos_2012","mM"
"pos_10026","mM"
"neg_901","mM"
"neg_3131","mM"
"neg_7043","mM"
"pos_11377","mM"
"pos_3894","mM"
"neg_4363","mM"
"pos_9837","mM"
"neg_10443","mM"
"pos_11048","mM"
"pos_3663","mM"
"neg_1533","mM"
"pos_5709","mM"
"pos_10787","mM"
"neg_923","mM"
"neg_526","mM"
"neg_8792","mM"
"pos_8616","mM"
"pos_10339","mM"
"neg_5459","mM"
"pos_6111","mM"
"pos_11176","mM"
"pos_2092","mM"
"neg_4819","mM"
"pos_5901","mM"
"pos_906","mM"
"pos_6766","mM"
"neg_601","mM"
"neg_2332","mM"
"pos_10556","mM"
"pos_10981","mM"
"pos_8668","mM"
"neg_2313","mM"
"pos_3526","mM"
"pos_5909","mM"
"neg_458","mM"
"pos_11868","mM"
"pos_467","mM"
"pos_10276","mM"
"neg_6812","mM"
"neg_10236","mM"
"pos_10557","mM"
"neg_3133","mM"
"neg_8904","mM"
"neg_6677","mM"
"pos_4548","mM"
"neg_1722","mM"
"neg_1865","mM"
"neg_9815","mM"
"neg_656","mM"
"neg_2484","mM"
"neg_1244","mM"
"pos_624","mM"
"neg_6576","mM"
"neg_7313","mM"
"pos_9879","mM"
"pos_1827","mM"
"pos_947","mM"
"neg_8652","mM"
"neg_9156","mM"
