geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_1920_O53_1920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_84_O53_84	1161.16	1173.51	522.23	793.52	862.29	563.64	14.45	8.68	5.76	4.84	6.06	7.04	444.14	73.73	9.26	14.00	133.15	142.54	349.99	334.71	133.58	170.63	441.26	277.74	1083.47	992.78	551.73	418.94	998.05	739.17	1470.65	1238.63	622.72	807.88	197.50	368.77
O53_3078_usp	148.09	131.40	182.44	148.60	144.40	139.68	354.33	352.47	127.27	119.84	79.79	74.91	119.24	91.78	84.70	97.96	69.37	101.66	120.72	101.46	82.61	76.27	109.67	104.58	164.48	144.03	136.83	154.65	195.94	142.99	154.45	170.63	96.31	91.02	93.53	109.03
O53_4811_rpmH	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1378_O53_1378	0.72	0.55	0.44	0.62	1.93	1.30	2.11	0.81	2.60	0.81	3.12	3.65	1.80	5.57	6.48	1.60	1.35	1.50	0.82	0.78	0.36	0.34	0.84	0.42	0.37	0.17	0.22	0.29	0.70	0.59	0.05	0.00	0.09	0.04	0.89	1.01
O53_1622_rimK	11.17	11.35	9.64	10.49	10.13	8.46	17.73	10.90	8.54	8.27	6.89	8.72	21.82	25.10	34.37	18.42	21.27	7.00	16.96	17.45	12.69	17.41	17.74	12.42	26.98	29.50	20.31	24.76	14.05	14.95	13.98	14.90	16.42	22.22	34.39	35.13
O53_3433_gca	37.67	37.57	29.70	26.00	31.05	26.30	66.67	61.73	44.06	29.81	29.14	29.24	36.85	16.39	17.51	23.39	24.61	36.67	29.79	21.10	24.43	24.82	40.81	24.59	36.66	38.97	25.69	27.54	32.60	25.28	22.20	18.89	21.84	18.04	20.84	15.50
O53_1535_hieC	11.84	10.97	9.83	7.87	10.09	10.82	11.72	9.10	11.34	10.29	14.34	13.00	10.61	4.81	4.59	9.03	9.82	13.15	4.81	2.20	3.55	4.58	5.11	5.78	3.71	3.04	2.87	1.20	3.34	3.01	4.97	2.04	3.88	2.32	7.02	4.16
O53_5158_rfbA	102.96	100.57	74.17	62.43	146.09	108.34	91.77	70.63	96.79	86.03	90.98	100.45	117.31	67.79	77.36	63.24	38.94	107.55	95.84	61.42	51.80	57.88	48.96	49.26	62.53	64.25	53.84	68.24	58.78	49.94	22.45	30.48	28.53	23.60	36.37	50.13
O53_1983_O53_1983	36.99	47.10	18.38	23.79	27.85	27.04	38.16	52.81	31.61	38.44	33.71	34.16	26.77	21.05	29.84	34.79	89.45	95.71	19.02	16.92	22.33	26.71	45.27	32.68	33.58	33.06	19.34	30.01	55.06	52.11	22.21	35.13	27.77	23.20	39.25	44.40
O53_2434_O53_2434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_610_sasA	45.34	48.64	28.66	15.54	31.98	20.27	45.26	44.48	33.65	38.46	39.24	65.80	55.20	24.64	20.03	35.64	13.62	25.94	17.72	11.59	11.23	19.73	21.78	11.69	24.76	23.01	15.75	14.86	25.86	14.30	23.79	15.77	15.12	13.12	12.61	17.06
O53_4530_O53_4530	11.60	13.52	14.28	9.56	9.60	6.70	5.80	9.81	5.43	9.84	10.60	6.26	25.03	46.82	31.96	17.81	24.02	16.22	34.40	0.79	5.57	4.12	16.96	12.03	23.77	14.64	16.91	10.72	18.68	15.56	22.46	9.37	11.66	11.11	30.44	19.68
O53_3215_alr	88.67	84.83	89.26	78.53	89.46	78.92	101.81	107.60	66.68	79.16	62.32	54.14	98.25	32.08	43.83	129.94	73.15	86.93	94.82	94.72	88.61	104.71	136.58	102.89	137.37	125.59	97.11	99.85	123.31	98.06	101.68	95.86	77.61	78.42	63.60	67.73
O53_4693_O53_4693	16.92	17.77	11.77	8.52	13.63	13.39	12.15	13.56	11.73	8.87	10.53	9.81	20.12	21.24	19.77	14.83	6.38	8.80	13.02	11.18	11.61	13.17	15.64	11.70	14.37	18.22	10.15	7.95	16.41	11.68	9.65	8.89	10.29	7.08	11.91	11.49
O53_192_fbpC-1	61.63	69.81	45.46	45.06	64.06	53.95	83.07	73.57	77.55	74.89	110.39	112.55	180.93	135.12	168.43	100.14	86.84	34.40	101.16	80.62	93.27	102.53	88.02	70.93	147.28	146.86	114.97	119.91	73.33	54.70	65.16	75.01	94.86	98.51	179.57	192.78
O53_3059_O53_3059	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.85	0.00
O53_1014_aerA	17.27	15.27	12.92	13.12	18.87	21.49	12.71	11.97	13.31	5.95	12.53	11.68	13.84	10.14	15.22	14.18	6.37	24.29	5.67	4.22	3.21	3.50	7.38	5.43	5.63	4.73	6.16	4.43	3.86	3.05	4.62	2.29	4.06	3.20	5.49	4.58
O53_3742_murB	22.12	20.05	24.43	11.56	26.24	19.39	22.62	26.41	19.81	16.85	17.57	20.48	22.40	24.67	30.96	19.06	19.74	21.02	15.34	36.04	15.37	20.95	26.18	27.14	38.39	41.88	23.04	30.62	28.97	26.19	19.64	16.36	13.32	21.63	20.26	19.56
O53_2058_O53_2058	29.38	31.26	25.37	22.51	20.87	29.67	20.96	23.32	24.75	25.14	21.59	25.15	53.82	21.76	27.08	30.05	21.71	43.35	44.49	46.42	34.14	28.55	45.56	36.32	43.36	40.53	28.58	33.60	40.46	33.06	29.48	32.88	21.11	22.16	25.67	23.45
O53_2033_O53_2033	35.23	31.09	19.21	16.50	17.61	25.87	38.74	33.72	35.05	11.18	34.52	36.93	24.86	11.86	13.80	9.42	18.55	21.21	14.21	10.04	19.70	21.09	25.01	19.76	42.38	39.22	42.79	30.43	41.42	39.66	30.55	27.76	25.54	31.61	26.52	30.36
O53_5033_O53_5033	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1968_O53_1968	1.83	0.98	0.28	0.00	0.25	0.19	0.00	0.00	0.00	0.11	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.00	0.25	0.00	0.00	0.00	0.43	0.28	0.00	0.00	0.23	0.41	0.00	0.17	0.52	0.00	0.00
O53_2824_gvpA-2	10200.33	10089.64	12832.72	17272.52	19225.30	28899.93	10610.40	11439.08	18774.01	15426.05	12012.50	10118.22	24668.80	9026.35	11023.90	31539.13	29501.05	36879.83	47260.74	37423.09	57261.10	40740.68	56399.38	54736.53	40276.99	36587.27	32916.57	31474.30	16279.81	23746.67	6599.22	5815.52	11615.22	11226.07	18560.81	19139.89
O53_3242_O53_3242	24.31	21.14	24.97	18.80	25.59	16.07	29.47	21.42	5.98	10.04	12.49	14.41	10.89	29.90	48.55	10.40	2.64	12.45	8.49	5.35	14.94	19.38	14.58	8.54	33.62	24.04	17.40	36.16	24.45	12.65	16.76	23.88	16.68	9.30	11.22	12.33
O53_5287_O53_5287	159.94	162.50	155.24	169.53	235.31	217.41	347.90	331.94	284.98	321.06	261.31	208.34	157.84	68.26	113.13	202.92	412.39	293.24	65.66	61.59	68.57	133.19	148.40	87.11	26.82	63.23	96.00	93.18	181.57	93.59	112.38	96.94	101.48	101.73	237.72	279.93
O53_5034_O53_5034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4291_O53_4291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5379_O53_5379	95.08	103.76	120.09	64.45	159.54	133.14	119.46	106.37	84.43	78.22	108.17	154.55	130.65	51.24	80.21	241.86	134.46	170.51	42.50	77.70	55.80	81.86	81.73	69.03	85.05	87.01	72.08	74.59	126.44	67.64	100.35	95.87	114.39	70.59	108.16	109.91
O53_2996_O53_2996	12.59	11.41	14.96	12.79	15.46	17.84	56.02	55.59	34.93	38.71	48.35	43.04	24.11	22.95	42.18	40.91	33.33	22.38	13.31	23.59	13.81	13.73	18.25	16.42	13.70	13.27	14.74	14.62	18.08	16.27	12.88	15.72	18.30	16.85	24.59	27.50
O53_1449_O53_1449	5.21	3.89	7.80	3.85	11.80	5.10	11.11	11.92	13.45	12.25	15.61	17.20	14.63	17.68	22.16	12.54	8.10	24.55	9.97	7.16	7.10	6.64	10.88	8.04	12.91	17.77	5.03	10.44	15.59	7.84	7.37	0.71	5.31	4.94	9.04	11.59
O53_4079_O53_4079	4.88	1.60	1.44	0.00	2.21	3.88	4.20	0.72	1.73	1.87	1.49	4.73	3.45	8.97	6.95	4.28	0.00	0.00	2.47	0.00	0.00	0.00	1.63	3.12	0.54	3.51	0.73	1.41	4.68	1.17	1.08	0.00	0.43	0.40	2.37	3.73
O53_1197_O53_1197	10.94	8.44	18.62	7.12	20.07	13.14	24.58	16.47	21.51	22.74	21.75	28.96	49.81	31.19	27.18	37.95	24.79	40.54	17.60	14.65	12.27	14.21	26.55	16.75	14.22	15.60	11.63	13.90	23.89	15.49	9.49	18.18	3.62	10.16	27.51	33.33
O53_2895_mrcA	38.69	42.78	46.75	47.11	47.41	55.40	114.30	143.24	118.11	143.43	118.50	125.64	82.19	108.49	94.06	107.22	144.29	231.60	20.53	24.85	39.53	32.31	40.74	36.71	29.99	22.62	25.14	26.59	72.31	68.56	19.63	32.15	42.90	29.75	87.52	80.56
O53_4483_O53_4483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_307_O53_307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1918_O53_1918	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5303_ictB	66.73	63.16	61.11	54.32	60.89	72.31	56.55	54.16	32.65	32.34	25.59	26.98	62.79	35.45	35.88	45.45	36.52	68.25	35.01	28.70	26.26	30.42	35.44	26.35	44.52	42.03	37.74	29.76	45.67	38.63	54.78	45.08	33.47	26.99	26.65	37.54
O53_115_O53_115	4364.17	4341.99	3623.46	3793.34	5546.46	4247.86	10019.92	9577.65	4708.89	5694.27	3891.35	4150.16	1910.78	316.40	504.13	1903.72	4077.13	6255.24	1756.48	1893.48	2206.90	2454.88	4416.61	3232.11	3927.60	3702.74	2355.28	2240.93	8266.15	5638.57	3500.76	3408.75	4022.97	4347.25	2431.00	2358.23
O53_3194_O53_3194	30.14	29.10	25.62	26.51	30.37	27.49	73.07	70.26	47.32	55.33	54.03	51.61	41.25	23.58	26.78	53.39	48.51	38.37	17.79	23.18	24.37	24.18	33.76	25.96	40.94	39.25	34.13	28.14	37.49	39.46	28.66	35.11	33.91	35.20	40.25	41.10
O53_1716_O53_1716	47.13	55.97	56.51	58.36	48.56	44.63	40.98	42.51	32.49	34.26	33.70	35.77	53.96	31.06	29.67	44.03	24.87	36.15	26.92	39.27	20.92	25.20	25.03	21.46	30.06	29.14	28.45	31.34	30.40	25.61	27.78	25.72	32.19	23.58	23.90	27.90
O53_133_O53_133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1039_O53_1039	32.77	39.67	74.59	67.45	85.27	76.21	120.74	128.34	137.81	105.97	106.22	99.73	155.50	54.60	91.50	216.52	109.17	106.66	77.51	110.21	88.32	90.44	64.74	66.29	49.22	56.07	58.00	77.19	55.09	54.27	29.61	19.47	89.49	73.73	140.11	130.65
O53_4913_O53_4913	0.00	0.00	2.83	4.06	1.42	0.00	7.60	15.16	14.97	13.22	17.11	22.34	2.03	4.45	4.48	1.31	0.00	2.00	22.71	9.70	19.80	2.12	10.37	17.99	34.19	31.18	22.10	16.57	15.26	8.64	2.57	5.79	1.33	6.37	4.92	3.12
O53_253_mutS	21.04	20.49	20.54	17.09	22.11	18.79	54.45	52.56	32.43	28.21	39.40	39.78	25.78	24.40	22.98	20.23	18.63	19.78	17.48	21.08	14.33	16.33	18.58	20.17	19.43	20.59	18.51	17.03	29.05	19.18	23.77	17.60	17.84	18.58	19.53	21.66
O53_4879_ndhC	413.56	479.82	339.52	278.29	275.76	316.52	443.67	393.61	230.19	245.58	229.98	273.41	356.57	201.77	198.99	250.98	253.42	309.48	330.60	353.62	259.93	212.57	391.12	270.86	371.17	430.10	273.21	272.08	332.99	300.61	324.41	322.54	236.63	245.33	233.81	196.54
O53_1999_O53_1999	8.87	9.00	6.93	4.65	10.05	13.85	8.62	7.27	10.10	4.60	17.92	15.95	21.28	28.80	39.83	17.18	5.67	11.90	13.74	0.00	3.81	5.55	12.68	3.53	8.70	6.48	5.96	1.30	10.60	5.34	7.29	3.82	4.20	1.95	8.90	10.07
O53_4412_nusB	39.41	46.26	54.00	41.18	59.10	59.57	155.72	123.49	111.66	97.27	97.90	107.39	140.18	80.48	108.01	113.63	59.04	63.55	109.24	102.89	62.34	85.32	76.43	83.29	109.71	118.91	57.48	75.03	89.46	66.65	47.29	37.00	56.43	59.28	92.64	99.44
O53_756_O53_756	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.21
O53_701_O53_701	0.68	0.71	0.40	0.40	1.72	2.13	1.55	1.72	1.35	1.92	2.20	1.88	3.75	4.79	5.69	5.09	6.39	4.80	0.94	1.07	1.21	0.95	1.84	1.01	0.29	0.54	0.30	1.19	0.90	0.76	0.00	0.00	0.18	0.64	2.73	1.84
O53_336_yhdJ	1.07	0.85	0.31	0.08	0.46	0.72	0.62	0.00	0.23	0.12	0.19	0.19	0.52	2.97	1.04	0.00	0.00	0.62	0.00	0.00	0.00	0.65	0.43	0.00	0.23	0.00	0.16	0.31	0.84	0.25	0.11	0.14	0.00	0.00	0.00	0.15
O53_5228_tlyC	18.96	19.28	11.81	14.20	15.47	14.75	20.10	20.60	15.75	15.50	15.16	15.04	20.24	24.38	21.73	11.47	9.08	11.80	14.15	13.26	7.66	6.85	13.84	11.66	20.42	20.48	10.38	13.24	19.71	13.46	10.94	12.27	8.60	7.98	8.57	9.34
O53_954_O53_954	8.42	11.14	17.10	15.60	27.47	28.57	11.15	13.93	21.00	19.07	14.35	14.20	50.86	16.44	13.26	43.64	32.87	50.11	15.02	47.36	7.61	9.08	14.20	8.34	4.00	5.15	5.74	4.79	6.05	3.21	3.07	1.98	8.20	7.28	18.86	16.49
O53_4058_O53_4058	163.20	195.91	185.50	154.60	141.69	165.65	261.40	274.90	195.44	185.45	165.20	148.50	178.88	86.77	99.33	253.84	199.00	125.35	227.96	226.62	243.06	224.07	272.74	251.54	194.23	178.87	218.12	209.81	212.80	194.46	249.12	224.78	194.70	214.53	222.55	209.31
O53_176_O53_176	9.23	7.37	5.84	6.93	9.78	7.58	22.17	17.57	15.20	15.74	21.22	17.98	14.10	7.26	9.99	12.39	9.41	14.53	8.55	11.53	8.91	10.06	13.34	12.54	13.52	16.45	10.10	10.69	14.05	12.39	6.97	7.20	8.14	7.05	9.82	9.02
O53_2758_O53_2758	0.80	4.50	9.34	5.48	4.20	14.52	2.54	1.98	3.35	0.00	5.06	10.05	9.06	17.38	7.74	16.01	9.85	13.12	22.17	14.94	9.82	5.04	11.51	2.94	11.47	5.63	5.50	3.90	14.79	7.27	17.27	20.26	12.49	9.85	17.33	24.21
O53_293_O53_293	2.98	3.75	1.13	1.53	0.92	4.56	6.93	1.87	10.84	3.26	3.75	8.40	14.10	4.97	2.58	4.90	11.42	10.12	10.31	10.09	9.65	4.62	14.03	11.01	4.55	3.67	10.71	13.27	0.44	5.72	0.56	0.00	2.69	1.24	3.29	11.65
O53_889_O53_889	11.11	12.55	8.31	13.66	11.45	12.05	23.40	27.26	18.81	21.60	18.08	19.27	16.69	13.97	13.15	18.84	13.81	12.73	10.25	15.90	10.21	10.60	14.62	11.21	20.58	17.41	11.98	15.24	16.88	12.36	14.92	16.49	13.18	10.46	12.59	13.62
O53_4339_coxB	344.36	441.04	595.92	573.65	1028.84	1150.68	716.13	699.73	419.12	459.21	594.56	725.66	445.27	373.20	745.60	1573.59	2202.56	2764.15	261.27	315.44	358.88	435.45	750.64	598.08	526.74	487.84	640.04	555.94	907.06	721.07	379.53	364.84	697.24	741.79	1766.67	2104.87
O53_4119_O53_4119	54.06	27.75	49.66	34.75	76.25	49.47	35.13	42.81	17.83	26.99	37.12	38.96	24.96	23.83	22.62	50.20	35.59	79.42	15.37	25.01	17.60	19.56	27.27	19.62	19.08	20.85	24.56	23.51	40.03	19.00	27.04	18.61	22.89	24.59	16.98	21.78
O53_2518_O53_2518	4.38	6.60	0.00	11.91	4.46	11.11	6.49	5.65	6.00	2.19	4.94	4.25	14.13	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	3.72	10.09	2.41	6.70	3.97	0.00	5.35	0.00	3.92	0.00	2.46	0.00
O53_289_O53_289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.24	0.00	0.00	0.00	0.00	0.00	0.00	16.52	0.00	0.00	0.00	0.00	30.54	0.00	0.00	0.00	0.00	33.59	0.00	0.00	0.00	0.00	0.00	0.00	7.13
O53_1832_O53_1832	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1627_O53_1627	113.12	90.96	42.06	52.07	93.60	103.85	4095.61	3739.15	2408.16	1784.36	2651.45	2883.00	154.59	78.60	137.23	178.49	214.28	76.77	52.57	77.30	125.98	93.63	88.99	98.01	129.57	167.99	124.86	95.69	233.93	190.38	115.21	176.80	118.23	145.58	291.64	308.97
O53_3926_yafM	0.00	0.00	0.00	0.00	0.00	0.00	20.93	0.00	0.00	0.00	0.00	11.44	7.89	0.00	0.00	14.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.56	0.00	0.00	0.00
O53_1651_O53_1651	14.20	11.82	10.49	10.59	10.13	11.48	16.95	14.61	19.01	11.75	14.45	12.99	11.28	10.26	8.36	8.48	10.81	14.44	7.75	4.84	6.18	6.73	5.44	11.59	6.98	4.26	5.48	7.24	4.27	3.85	2.56	1.65	4.67	3.80	13.33	10.29
O53_1158_O53_1158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5371_O53_5371	6.20	7.90	6.57	5.78	6.12	6.94	6.01	8.71	6.02	3.15	5.28	4.10	12.18	12.38	11.47	5.22	3.39	8.40	3.93	1.35	2.25	3.18	3.65	3.59	3.62	3.43	1.89	3.51	4.84	2.97	3.01	3.21	2.88	1.53	8.41	6.32
O53_3584_rpsD	840.40	839.39	973.91	1225.62	857.24	1094.90	1074.53	1176.39	681.15	810.52	589.88	557.41	1028.29	718.00	1026.62	978.51	564.39	647.59	1148.25	830.00	1053.62	996.30	833.07	964.62	1093.87	1002.74	1097.25	1117.29	768.83	859.74	964.52	1036.23	737.60	892.72	884.86	1018.29
O53_13_O53_13	0.08	0.31	0.00	0.22	0.34	0.57	0.00	0.36	0.65	1.04	0.23	0.51	0.66	1.44	1.28	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.40	0.15	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.48	0.57
O53_3095_O53_3095	10.71	12.08	5.33	6.71	20.31	16.00	15.93	12.57	9.67	15.40	12.31	12.54	16.60	25.97	23.79	27.87	25.07	26.31	15.30	12.23	15.10	18.34	22.95	9.99	12.60	9.92	18.38	13.13	14.94	11.93	9.27	18.93	14.75	9.63	24.30	27.01
O53_849_O53_849	0.35	0.36	0.00	0.00	0.10	0.11	0.00	0.00	0.25	0.40	0.00	0.13	0.63	0.76	1.23	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.26	0.17	0.33	0.00	0.00	0.12	0.00	0.00	0.00	0.09	0.41
O53_2063_O53_2063	0.18	0.18	3.03	0.51	0.40	1.34	0.00	0.34	0.52	2.76	0.82	0.93	3.97	0.89	0.49	1.65	0.00	5.84	0.66	0.00	0.55	6.46	4.69	0.90	1.73	1.32	0.34	1.66	2.40	3.63	0.99	0.00	0.61	1.26	2.22	1.30
O53_2814_O53_2814	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3545_O53_3545	4.49	1.49	0.00	0.82	0.00	3.63	0.53	0.00	0.42	2.28	0.22	1.26	0.46	5.08	10.67	0.00	0.00	0.00	0.00	0.00	0.60	3.29	0.30	0.00	2.82	1.73	5.47	0.00	2.57	1.17	0.40	0.00	0.00	0.00	0.30	2.07
O53_2745_mscS-1	9.02	10.74	9.06	8.21	10.35	13.26	10.88	11.71	12.68	11.54	9.33	9.50	17.18	11.98	13.39	9.70	5.52	12.91	9.02	4.48	8.55	9.20	7.69	14.08	6.68	10.49	10.04	7.80	5.48	6.60	3.57	4.82	4.66	3.75	5.23	6.36
O53_4837_wcaA	66.30	83.35	90.85	91.27	107.82	109.34	203.59	188.48	143.46	139.85	179.53	167.96	113.53	83.07	96.49	186.92	127.74	160.80	109.04	127.70	88.07	85.01	123.43	100.99	138.94	140.35	98.26	104.09	206.16	170.01	111.14	92.62	118.81	95.89	128.19	115.52
O53_1452_O53_1452	61.38	52.93	36.34	34.11	54.36	33.31	61.41	52.43	56.69	74.61	74.79	67.22	156.07	138.32	234.10	97.85	281.40	135.71	139.01	84.81	142.51	155.97	142.87	141.40	138.54	133.49	84.78	107.93	261.33	155.48	65.90	100.08	106.11	92.80	218.47	223.36
O53_1857_O53_1857	0.47	0.08	0.74	0.37	1.14	1.77	0.37	0.00	0.33	0.47	0.84	0.41	1.84	2.96	2.52	0.83	1.66	0.00	0.00	0.60	0.00	0.70	0.90	0.39	0.32	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	0.15
O53_4609_rpiA	173.82	157.49	159.36	142.36	162.45	135.71	272.81	267.02	137.79	132.18	153.87	139.03	196.08	167.72	217.97	121.99	85.88	77.20	321.42	224.59	173.37	208.25	242.70	307.43	265.37	247.13	208.20	250.29	237.27	242.63	290.22	332.49	180.46	191.43	142.33	178.34
O53_584_O53_584	19.04	16.28	8.79	12.43	15.78	13.44	35.17	26.33	13.32	13.49	17.35	18.61	31.78	59.88	96.98	27.60	7.73	16.46	12.06	25.15	9.73	11.88	14.64	9.99	15.67	32.04	22.31	7.41	37.54	19.84	12.66	16.82	27.55	25.89	25.64	23.30
O53_2285_murA	192.59	188.10	200.56	149.51	176.74	199.73	110.88	110.55	112.47	95.81	108.73	107.22	211.44	72.21	81.00	234.09	215.14	280.39	142.29	188.97	189.45	169.16	212.05	128.89	208.35	204.92	191.91	164.12	171.31	144.62	168.72	152.23	147.38	154.99	154.61	153.98
O53_1070_O53_1070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1666_O53_1666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_190_petE	956.68	951.39	1200.78	1313.01	1466.55	1324.50	2171.99	2087.80	1219.65	1701.11	1560.49	1443.26	2451.83	2204.47	2525.10	1922.38	2074.37	2646.72	1185.47	908.13	1005.17	979.66	1097.38	959.33	1464.36	1432.45	1210.45	1148.44	2165.46	1712.72	1457.26	1380.05	2010.45	1850.47	2099.06	2028.47
O53_3967_O53_3967	1714.03	1575.78	811.37	1249.53	931.23	1094.51	1161.90	1203.21	705.71	929.72	479.21	426.44	617.54	538.44	647.47	209.25	211.28	227.06	489.91	202.20	432.07	408.72	650.36	556.46	1085.12	1043.73	806.65	661.65	643.88	694.41	724.13	390.97	511.85	727.61	315.91	380.68
