geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_3685_O53_3685	0.42	0.71	0.00	0.00	0.00	0.00	0.91	1.49	0.00	0.00	0.00	0.00	0.16	2.53	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.79	0.00	0.30	0.00	0.00	0.17	0.00	0.20	0.96	0.63	0.89	0.00	0.00	0.00
O53_927_O53_927	4.51	3.07	0.85	3.96	0.84	1.87	22.27	19.75	5.57	4.82	2.30	4.88	9.93	5.01	7.37	2.94	4.23	10.40	2.48	0.00	2.16	4.05	6.11	6.31	0.82	1.10	3.39	1.67	4.03	1.37	2.28	4.53	0.17	2.71	3.26	5.75
O53_3147_O53_3147	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_354_apcB	187.74	242.76	285.20	347.59	182.36	253.11	137.40	132.35	94.48	114.97	67.89	62.89	316.94	258.06	204.49	267.73	111.95	174.76	436.19	598.39	340.63	280.89	338.00	254.54	366.88	302.01	208.91	166.11	189.52	160.34	212.79	236.40	226.77	208.14	224.05	183.69
O53_4712_gdhA	23.16	29.68	83.49	85.78	99.30	166.86	57.83	66.86	40.21	32.73	29.76	31.11	187.34	139.10	104.24	234.54	22.49	33.61	34.25	42.82	23.34	35.16	24.15	33.18	51.11	46.86	51.53	50.30	39.05	38.61	44.69	43.93	53.91	46.12	91.59	93.58
O53_5137_ycgR	111.85	113.43	99.19	116.62	108.73	118.18	233.11	214.26	126.27	138.82	98.80	96.85	164.46	86.26	106.61	173.69	167.57	202.36	82.74	79.57	82.82	93.82	57.67	70.10	66.26	60.83	60.13	86.27	90.78	82.10	69.28	65.49	78.12	63.41	221.80	241.42
O53_3138_O53_3138	0.27	1.24	0.00	0.76	0.45	1.85	0.88	1.52	0.96	0.62	2.37	1.50	0.74	1.35	1.48	0.00	0.00	0.00	0.00	0.00	1.66	0.00	0.14	0.94	1.10	0.59	0.76	0.00	0.30	0.00	0.19	0.00	0.46	0.00	0.70	0.74
O53_3102_O53_3102	23.18	16.79	30.31	26.62	6.29	8.93	62.84	15.67	25.60	3.13	22.38	10.59	6.22	10.67	7.26	10.36	14.35	6.79	6.21	1.99	11.13	0.00	15.30	36.20	10.56	2.88	10.19	9.35	5.47	38.33	0.00	7.64	0.00	1.90	0.00	22.03
O53_1594_O53_1594	3.71	0.00	0.00	13.31	9.29	3.96	1.33	18.15	0.00	5.53	12.37	6.29	8.22	25.10	19.68	0.00	0.00	4.58	4.15	0.00	0.00	9.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.86	0.00	0.00	11.19	0.00	3.03	4.93
O53_2475_psbB	4994.02	5260.93	4869.21	4655.63	3981.48	4459.74	3293.20	4443.64	4078.74	3037.15	3589.86	3300.93	4688.73	1133.19	1392.02	5937.96	6405.63	4981.61	7320.60	8587.43	8230.28	7435.35	7413.41	7088.11	7219.20	6873.57	6623.55	6127.23	5831.81	6826.53	6801.16	6491.04	6310.26	7782.05	6452.09	6561.90
O53_1843_O53_1843	30.61	42.16	20.85	11.53	29.23	23.05	38.22	24.55	19.98	28.55	27.03	39.55	54.83	30.09	49.67	44.38	46.30	42.54	15.64	18.03	22.85	20.57	39.75	24.07	39.68	34.84	18.48	20.08	46.01	23.40	28.15	18.70	26.57	26.57	41.58	46.36
O53_87_O53_87	4.88	4.92	1.34	1.17	2.88	2.39	3.25	1.64	2.09	0.00	1.09	0.79	1.30	0.53	1.04	0.22	0.39	0.00	1.66	0.00	0.19	0.69	0.90	0.25	0.67	0.63	0.70	0.69	1.81	1.32	0.51	0.00	0.29	0.37	0.13	0.06
O53_1422_O53_1422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.09	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.11	0.00
O53_3071_O53_3071	0.00	12.70	0.00	0.00	0.00	0.00	45.23	9.41	19.35	0.00	19.11	52.24	20.59	0.00	9.68	9.20	0.00	83.84	0.00	0.00	0.00	0.00	50.71	0.00	17.43	0.00	0.00	0.00	62.53	10.27	0.00	0.00	0.00	0.00	0.00	0.00
O53_4889_cysR	285.96	287.77	214.27	226.60	253.22	202.25	281.51	310.26	176.42	167.06	71.56	89.64	61.44	42.00	39.12	30.39	24.13	22.82	45.43	36.87	36.65	55.16	70.36	55.73	140.43	119.66	92.64	112.76	88.37	74.24	93.72	122.09	69.97	69.52	44.20	47.25
O53_3177_clpP-1	1200.26	1354.94	1378.92	1032.92	1876.31	1610.95	1543.86	1773.93	1540.03	1308.85	1479.84	2009.11	1888.28	667.84	948.11	2696.85	2268.12	1573.52	1515.84	1488.26	1748.32	1904.41	1904.08	2114.93	1973.85	2123.64	1930.01	2094.89	2430.47	2000.80	1894.93	1864.98	2489.99	2524.20	2341.79	2398.29
O53_286_O53_286	109.74	118.53	85.46	88.91	82.28	87.60	172.82	151.56	105.79	114.64	88.18	101.61	105.19	56.36	56.46	93.13	58.81	81.00	116.12	109.14	72.59	91.82	106.74	120.65	180.63	197.50	104.89	116.52	136.86	124.77	86.97	110.95	65.96	73.19	73.71	96.98
O53_1153_O53_1153	32.24	34.74	14.67	8.32	44.37	24.09	10.41	11.53	11.07	10.69	12.53	22.70	37.09	14.09	24.45	47.49	38.52	32.91	3.12	9.67	7.04	9.23	16.16	10.06	12.11	9.86	11.16	15.34	19.65	10.02	3.29	4.19	18.01	8.31	22.64	36.82
O53_230_urtB	24.16	30.64	20.18	13.32	29.72	37.38	51.43	37.59	30.68	26.61	38.83	39.71	12.16	7.99	10.30	15.83	53.06	85.45	8.30	10.67	9.46	7.32	43.74	19.15	19.09	18.48	10.61	5.69	36.27	27.54	16.86	11.54	14.21	13.96	13.54	13.86
O53_1058_O53_1058	10.27	17.36	13.47	3.18	18.70	7.02	2.99	5.14	2.55	0.92	0.43	4.73	3.69	5.77	6.90	1.20	1.11	4.92	0.51	0.00	2.33	2.58	11.83	6.23	9.58	2.58	11.68	12.14	10.34	2.26	1.57	9.75	12.86	13.35	7.33	12.42
O53_675_O53_675	350.60	399.77	513.12	647.73	504.54	676.47	1005.96	1104.05	819.77	929.30	793.37	652.24	760.81	481.53	762.96	1081.13	917.18	1267.63	448.33	585.42	522.58	488.14	521.04	455.37	493.51	404.46	416.03	396.04	580.25	535.25	503.81	491.59	632.31	520.15	807.66	737.86
O53_5008_O53_5008	1.66	1.56	0.00	0.71	0.00	2.82	7.90	6.83	12.75	18.95	8.75	5.72	3.76	4.21	7.09	11.82	13.83	11.95	4.73	14.45	0.78	0.87	1.59	2.28	0.00	0.00	0.00	0.00	0.00	0.00	2.11	0.00	0.00	1.57	7.47	3.13
O53_2103_O53_2103	2063.02	2630.15	2727.28	3053.40	2315.37	4432.11	2184.88	2445.05	1375.92	1687.55	1026.33	871.33	6297.40	3233.68	2317.09	6259.17	3349.82	5628.81	4197.85	3714.64	3132.46	2773.06	2844.58	2585.09	2865.28	2747.90	2177.85	1836.15	2068.33	1643.97	1504.34	1556.31	2394.37	2177.00	5965.47	6479.35
O53_2020_O53_2020	25.82	26.94	23.79	16.21	16.10	19.57	26.80	22.90	8.88	7.50	3.71	3.99	15.93	9.44	5.46	8.61	3.08	1.75	59.56	37.51	27.99	38.07	46.84	53.44	62.17	68.28	48.86	42.85	82.17	59.41	65.58	49.89	26.69	52.88	14.49	24.23
O53_330_O53_330	5.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	3.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.00	13.02
O53_3530_O53_3530	2.34	2.74	0.41	0.00	1.01	4.43	5.57	4.91	1.33	1.43	0.68	1.58	8.29	16.15	25.77	4.36	5.78	8.48	0.00	0.00	0.92	0.51	0.47	1.34	0.63	4.03	1.68	1.61	5.33	2.68	2.47	0.00	0.98	4.10	0.45	7.30
O53_786_O53_786	0.46	0.38	0.79	0.31	1.09	0.87	1.62	1.68	2.49	1.19	2.92	3.47	2.40	2.91	3.55	1.10	0.69	2.52	0.82	0.00	0.48	0.47	1.02	0.56	0.00	0.07	0.00	0.00	0.26	0.28	0.00	0.00	0.05	0.19	0.63	1.13
O53_4542_O53_4542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	171.96	0.00	0.00	0.00	0.00	0.00
O53_5071_O53_5071	40.69	39.78	28.60	21.34	31.22	34.07	56.11	55.03	60.43	53.84	54.08	64.86	55.66	23.50	19.02	32.59	34.47	38.95	44.98	14.97	42.93	41.51	40.58	41.72	46.61	39.40	44.42	34.05	49.61	43.50	30.06	24.32	24.30	24.25	35.78	23.07
O53_3359_lysC	20.90	24.84	30.66	25.38	36.42	48.19	17.15	16.92	12.28	15.12	19.77	21.16	75.52	58.57	73.20	78.22	44.24	64.22	38.73	42.44	38.19	44.94	50.28	37.96	58.47	55.96	36.72	42.27	56.66	45.10	38.01	35.12	42.10	38.68	42.28	42.52
O53_809_O53_809	5.25	5.29	4.40	3.74	6.23	8.89	12.43	15.35	17.44	18.78	20.74	18.69	11.00	12.08	13.66	12.45	10.91	15.92	11.15	21.70	5.86	8.54	11.14	8.24	16.77	19.32	6.31	6.05	11.07	8.03	4.34	3.44	5.95	3.05	16.79	13.21
O53_5339_phhB	8.28	5.96	9.61	11.33	17.46	22.25	42.08	46.27	45.61	52.65	53.93	52.96	30.53	13.30	20.01	79.08	44.57	41.29	6.40	16.01	13.73	16.55	17.39	22.09	18.63	7.51	11.73	18.82	13.15	2.50	3.45	11.33	13.30	5.09	18.89	18.74
O53_3788_ksgA	24.34	28.60	27.08	19.66	39.80	34.04	42.57	40.88	49.14	38.37	36.46	49.41	81.45	25.05	34.04	91.46	86.52	47.91	52.55	63.84	47.85	56.31	61.79	62.98	41.38	48.90	46.82	53.15	41.00	36.41	20.26	22.02	31.85	40.83	70.01	95.75
O53_2715_O53_2715	0.00	0.00	0.00	0.00	0.00	0.00	2.59	0.00	0.00	0.00	5.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.38	3.02	0.00	0.00	0.00	0.00	0.00	0.00
O53_3640_O53_3640	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2656_O53_2656	213.39	218.04	116.99	140.26	136.62	129.38	47.42	44.14	32.18	34.27	27.98	32.11	115.85	65.57	64.40	57.02	53.97	91.93	134.07	147.78	157.32	175.34	278.01	167.93	309.08	327.91	173.22	175.12	389.61	332.20	276.49	222.71	158.90	209.70	76.04	82.60
O53_5069_ndhD-4	46.75	58.20	68.52	57.10	68.39	81.95	26.14	24.51	26.19	26.67	22.11	22.87	61.85	28.76	29.61	54.63	23.06	51.13	31.68	30.59	17.90	16.99	27.50	18.22	32.20	28.43	25.79	19.38	23.46	14.94	30.66	23.64	27.04	22.03	27.27	22.79
O53_1196_O53_1196	33.65	35.80	35.21	35.66	38.40	46.06	59.27	45.59	48.61	48.15	67.07	69.15	45.75	35.73	56.56	68.46	58.98	57.79	24.73	20.63	27.57	27.54	28.67	33.53	39.97	39.17	38.79	41.70	43.61	40.63	28.16	29.79	30.41	25.65	51.99	59.48
O53_2979_O53_2979	27.38	29.23	54.95	39.38	62.73	71.02	71.23	56.78	68.14	72.43	84.80	85.19	125.61	56.53	71.87	144.56	125.27	135.64	49.21	59.28	57.51	49.86	50.06	39.29	18.19	17.44	40.17	34.40	40.48	28.54	11.37	14.18	55.35	29.39	119.69	113.34
O53_1284_dhbF	3.81	4.28	6.27	4.93	11.06	14.31	3.03	4.65	3.37	4.21	3.64	4.21	11.05	7.97	7.99	13.59	9.04	19.42	6.56	11.56	1.47	1.35	6.01	2.78	1.12	1.24	0.64	0.00	1.37	1.99	0.12	0.69	3.14	1.29	5.46	4.98
O53_784_O53_784	0.00	0.12	0.00	0.66	0.77	0.14	0.54	0.76	0.82	0.53	1.68	0.86	1.09	4.70	2.88	1.08	1.46	0.00	0.00	2.62	0.00	0.00	0.24	0.58	0.32	0.34	0.00	0.65	1.04	0.70	0.00	0.00	0.00	0.12	1.20	2.24
O53_1267_O53_1267	0.99	0.29	0.79	0.00	1.26	1.58	1.05	2.25	1.00	0.00	0.65	0.52	0.55	1.41	1.35	1.47	1.77	2.23	2.33	0.00	1.59	0.47	0.59	0.71	1.16	3.10	0.26	0.26	0.16	3.42	0.39	0.47	0.00	0.56	0.44	0.64
O53_3619_O53_3619	27.78	30.63	40.68	37.98	41.15	37.07	68.05	60.11	43.66	43.17	59.81	55.18	40.98	37.29	49.06	44.01	31.24	29.76	24.17	17.10	18.49	19.93	20.95	14.33	25.23	24.19	25.38	26.19	26.24	15.99	16.23	16.96	19.18	15.35	32.41	30.77
O53_460_O53_460	1.26	1.06	0.58	1.10	1.56	1.43	1.77	2.15	1.86	1.40	2.93	2.18	3.08	3.00	2.84	2.52	2.26	3.66	0.62	1.84	0.63	1.57	1.57	2.06	1.52	1.66	1.92	2.21	2.98	2.36	2.72	3.92	2.58	1.93	3.16	3.36
O53_3025_glnH	16.91	12.86	17.22	14.29	13.26	16.83	25.73	18.67	15.61	13.99	17.82	17.44	18.89	7.53	12.55	20.10	24.85	20.28	11.97	10.59	10.02	9.59	7.29	12.51	10.19	15.38	9.25	15.18	11.49	11.46	10.84	8.65	4.29	9.44	15.33	16.87
O53_808_O53_808	0.00	0.00	0.00	0.00	0.26	0.00	0.43	0.00	1.01	0.00	0.00	1.53	0.92	0.38	3.09	0.53	0.00	0.83	1.49	0.00	0.48	1.31	0.48	0.23	0.00	0.00	0.00	1.71	0.00	1.64	0.00	0.00	0.79	0.94	0.48	0.83
O53_4862_O53_4862	12.48	9.47	6.57	7.87	12.31	12.54	33.04	27.74	22.62	29.80	17.88	18.16	14.92	10.47	9.95	13.25	4.85	9.39	8.25	4.92	7.53	10.29	8.70	4.94	8.11	7.70	4.80	4.75	7.56	6.04	6.56	6.06	7.93	6.21	6.99	7.71
O53_3172_O53_3172	0.96	1.45	1.18	0.70	1.05	0.78	1.23	1.66	0.83	1.29	1.36	1.27	2.33	4.30	5.04	1.02	1.45	4.04	0.63	0.00	0.46	0.27	0.53	0.51	0.28	1.12	0.84	0.61	1.14	0.81	1.06	0.46	1.51	0.33	0.62	1.36
O53_694_O53_694	199.97	174.55	111.91	124.51	115.09	98.59	409.07	358.43	135.49	36.62	64.39	62.88	146.96	115.95	132.01	60.30	67.77	39.78	222.95	194.26	136.03	161.63	218.72	206.25	394.43	412.06	220.03	195.95	264.48	249.54	244.78	249.90	117.08	162.71	101.94	127.07
O53_161_ligA	17.94	16.14	9.26	10.29	12.35	12.42	7.58	14.90	5.65	3.55	8.14	9.05	12.36	24.74	11.69	4.30	10.46	2.60	4.68	19.99	0.00	2.19	4.70	6.77	6.71	7.68	3.63	2.35	2.48	6.80	10.67	2.62	3.23	5.87	0.98	1.42
O53_1889_O53_1889	4.59	4.49	2.82	0.96	2.62	3.98	0.60	0.72	1.62	0.86	1.31	1.05	1.29	0.55	2.68	3.52	9.17	11.05	0.94	1.66	3.54	4.92	2.06	4.47	1.47	1.48	2.88	3.21	5.53	7.69	1.23	0.87	3.23	7.82	6.78	7.99
O53_347_O53_347	0.00	38.65	91.16	31.55	71.25	134.18	83.71	21.83	132.99	199.58	167.21	91.49	291.80	52.02	22.54	282.29	66.47	145.21	0.00	0.00	64.00	85.02	38.80	0.00	0.00	0.00	0.00	0.00	0.00	64.01	0.00	0.00	0.00	0.00	37.47	54.45
O53_1948_O53_1948	45.55	59.92	38.47	24.78	81.46	56.11	29.13	23.79	24.99	26.69	35.22	44.77	106.93	81.85	82.06	72.12	74.36	109.04	21.81	35.37	32.06	39.87	35.81	33.19	42.81	39.94	32.02	38.93	59.34	34.23	27.56	21.16	30.19	26.52	56.89	73.12
O53_5351_O53_5351	3.86	6.38	2.39	6.33	4.14	0.00	3.68	4.74	1.56	2.53	1.20	1.82	4.22	3.07	1.92	4.46	0.00	1.71	0.00	0.00	0.00	0.00	0.54	4.16	3.66	0.00	1.95	1.87	0.00	5.19	0.00	0.00	0.00	2.66	1.56	0.00
O53_494_O53_494	28.42	30.30	23.41	30.56	28.51	25.69	45.34	31.83	33.57	31.57	37.19	32.77	51.14	31.51	40.78	52.50	25.30	28.35	21.99	11.14	20.71	21.41	26.57	24.24	24.21	25.28	20.95	27.86	40.91	27.39	34.92	33.74	35.56	30.49	35.86	40.96
O53_1457_O53_1457	0.00	0.46	2.06	0.00	1.01	1.66	1.99	0.00	1.33	0.00	3.08	5.05	1.08	8.07	7.28	0.00	4.00	3.49	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.90	0.77
O53_1652_O53_1652	71.18	66.06	76.21	73.89	68.35	68.40	144.46	139.21	102.38	107.50	96.16	89.89	62.14	32.29	34.70	78.44	53.49	71.46	34.91	36.53	34.71	35.77	39.85	38.50	47.53	38.03	32.69	38.82	45.85	39.59	37.93	41.18	49.23	39.33	45.84	57.41
O53_4006_O53_4006	22.91	19.31	20.05	20.50	17.35	16.68	70.07	80.79	42.60	35.67	33.21	26.31	41.53	30.37	32.10	23.32	16.79	60.43	28.12	6.15	11.41	13.11	14.96	13.43	8.91	7.01	7.31	9.53	11.32	10.30	16.06	6.62	12.80	15.69	21.38	18.14
O53_2312_pcxA-1	9.82	11.14	6.69	5.90	9.75	13.64	7.61	4.96	4.04	5.58	4.55	3.88	4.61	8.36	11.14	5.04	3.04	6.26	2.60	1.82	2.55	2.71	3.29	4.22	4.81	4.91	7.30	6.30	5.77	3.42	3.64	1.63	2.79	1.35	3.76	4.03
O53_3339_O53_3339	0.00	2.13	0.00	1.89	0.00	2.54	0.00	0.00	0.00	0.00	0.00	2.66	1.78	0.00	4.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.16	0.00	0.00
O53_3868_O53_3868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_933_O53_933	8.78	7.01	4.41	4.01	6.43	8.57	17.27	13.97	4.79	5.12	7.24	7.94	12.82	14.20	12.49	8.50	6.30	9.52	8.53	7.73	7.85	9.53	11.48	10.14	15.16	15.30	12.50	11.13	12.34	9.82	6.60	5.15	7.62	8.39	7.92	6.82
O53_1008_sbpA	4.17	4.83	5.49	5.25	6.61	5.75	17.22	12.96	7.30	6.63	4.40	4.74	33.53	15.53	16.57	23.54	20.78	16.11	737.36	104.50	333.36	391.00	215.32	863.87	362.32	436.12	333.34	485.13	66.92	114.91	21.30	73.54	39.61	113.90	26.07	38.19
O53_1695_O53_1695	64.06	62.67	43.61	46.80	72.36	65.27	107.74	109.89	88.77	81.71	108.61	91.53	65.76	22.98	42.38	77.35	40.66	49.45	47.94	56.37	30.20	34.62	50.58	35.48	65.27	67.02	47.86	45.39	49.12	34.13	58.14	49.69	43.11	46.52	56.77	58.80
O53_4727_O53_4727	2.84	2.97	3.63	3.56	3.88	3.99	8.67	4.76	5.33	6.02	5.53	6.88	7.36	7.74	9.38	6.22	7.95	6.56	3.18	1.21	3.95	5.70	4.96	5.44	6.22	5.35	4.22	4.53	7.23	3.72	2.99	2.35	3.92	2.37	4.97	6.36
O53_2082_higA-4	147.61	151.82	96.39	115.52	125.04	149.83	200.86	224.04	238.98	231.46	128.60	158.42	745.19	219.35	300.52	421.63	1111.76	345.45	408.00	267.65	482.80	506.93	474.41	467.61	366.97	336.95	397.39	388.46	423.41	405.60	170.16	74.49	296.96	239.12	632.73	729.12
O53_2810_bchD	30.74	29.48	32.68	29.31	33.28	29.60	36.19	39.47	32.66	27.14	36.91	36.70	35.94	36.04	46.63	46.36	30.53	25.45	19.67	24.03	17.40	20.28	19.81	16.72	26.53	24.07	24.16	24.20	21.60	17.58	26.04	24.20	26.44	22.91	35.20	35.37
O53_1714_O53_1714	23.04	18.34	22.62	25.52	35.16	35.74	66.45	54.37	61.07	58.27	65.04	78.14	39.62	35.18	42.78	23.39	19.59	57.51	9.47	12.31	18.27	18.65	13.63	17.57	13.13	9.49	10.26	11.86	11.71	17.92	14.52	16.85	9.28	14.12	26.69	31.90
O53_3829_psbQ	257.07	230.34	195.19	205.90	203.33	167.29	139.63	100.31	77.53	114.69	73.92	73.22	269.16	180.75	151.27	93.97	36.33	60.04	241.17	143.15	162.40	156.08	188.51	112.98	217.81	194.52	119.72	131.74	124.25	93.98	173.31	155.46	115.14	125.98	88.39	84.40
O53_4043_ftsW	138.50	133.76	148.63	141.27	139.34	140.94	153.06	148.38	111.99	138.43	118.33	107.40	128.58	53.13	54.71	123.75	123.21	174.11	117.35	105.74	66.64	67.34	78.85	70.49	101.91	93.85	82.92	81.32	102.05	89.68	74.64	74.04	70.97	60.23	85.59	96.44
O53_621_O53_621	0.00	0.00	0.08	0.08	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2701_O53_2701	7.02	29.81	110.41	95.22	58.17	97.95	0.00	0.00	9.15	20.48	0.00	10.76	64.44	68.13	88.18	42.99	0.00	0.00	0.00	0.00	40.18	0.00	6.06	0.00	25.10	18.68	64.46	0.00	0.00	0.00	7.74	28.14	0.00	29.84	24.41	23.52
O53_4937_pnp	214.76	247.77	214.18	157.93	243.45	198.48	570.05	599.44	437.18	336.47	432.43	525.43	216.36	138.24	213.78	285.40	184.04	154.48	194.69	217.35	182.56	200.81	196.23	198.19	210.02	194.62	184.75	205.32	158.00	131.85	192.58	183.01	197.95	181.36	258.04	302.42
O53_4788_O53_4788	3.54	3.84	5.12	7.09	13.00	12.72	34.27	31.56	33.63	31.44	42.40	44.85	24.89	19.50	23.99	39.94	35.29	22.95	7.66	6.59	9.47	7.43	2.48	7.43	1.89	1.59	3.35	1.84	5.11	5.81	3.00	3.18	8.86	4.75	24.05	29.37
O53_3340_O53_3340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4160_ppX	11.93	11.12	9.27	9.45	12.52	12.66	27.19	23.77	15.04	15.68	19.21	21.26	14.83	23.93	25.65	14.54	5.50	11.61	9.12	7.77	6.64	6.78	9.35	8.36	11.11	8.42	9.30	7.15	8.07	8.86	7.55	5.75	7.65	5.66	11.55	11.58
O53_2361_O53_2361	7.09	8.75	6.19	6.51	7.00	7.39	5.24	3.13	4.37	2.59	4.25	3.88	7.46	11.18	10.96	3.49	3.19	5.50	5.88	0.15	2.43	5.73	2.98	4.24	7.02	6.59	5.93	8.28	11.40	5.95	3.26	2.69	4.96	3.59	3.76	3.90
O53_4129_O53_4129	0.85	0.98	0.59	0.12	0.89	1.01	1.99	1.24	2.35	0.46	5.57	6.09	1.33	5.52	4.48	0.81	0.36	0.63	0.43	0.00	0.61	0.10	0.58	0.43	0.29	0.36	0.12	0.46	0.49	0.13	0.21	0.00	0.00	0.37	0.91	1.07
O53_4148_O53_4148	0.38	0.58	0.35	0.53	1.06	0.47	2.26	0.35	1.63	0.29	2.17	2.08	3.73	34.47	56.30	6.27	3.53	8.85	0.52	0.00	0.97	0.43	0.00	1.89	0.00	0.00	0.00	0.00	0.42	1.53	0.00	0.00	0.21	0.19	0.78	1.88
O53_2153_pcrA	15.60	13.84	9.37	11.95	15.28	12.58	21.22	16.52	16.06	10.70	15.83	15.06	15.07	13.21	16.72	9.43	7.16	13.30	8.70	8.24	7.13	6.22	9.44	10.60	10.10	10.28	8.90	7.63	13.72	8.57	7.95	5.69	7.25	5.36	6.54	7.22
O53_3403_O53_3403	2.98	1.67	0.75	6.50	2.77	3.04	3.28	1.87	4.22	3.91	0.94	1.45	5.90	7.46	9.29	6.23	2.45	4.14	0.37	0.00	0.84	0.92	0.00	0.41	2.85	0.00	0.00	0.00	0.89	0.00	0.00	1.96	0.00	0.00	2.05	2.12
O53_4100_O53_4100	17.64	23.44	30.28	29.66	30.35	36.21	23.14	16.99	23.85	12.56	19.42	24.85	41.35	42.90	40.19	33.78	28.89	44.94	17.56	18.76	8.49	14.18	15.20	13.94	12.16	17.38	11.39	12.43	13.42	9.66	8.53	4.12	12.68	14.34	28.85	33.90
O53_625_xisH	0.58	0.58	0.00	0.53	0.95	1.05	1.80	4.19	0.00	1.77	0.22	1.43	3.15	14.36	15.55	10.45	3.17	0.00	4.12	0.00	1.45	1.91	5.30	1.13	2.74	3.36	1.59	3.61	4.98	3.13	0.78	3.23	0.63	1.71	3.75	5.77
O53_2802_O53_2802	8.38	9.61	6.21	3.88	7.46	10.00	6.72	8.13	5.63	6.04	7.37	5.36	9.45	15.59	20.16	10.14	8.26	5.71	5.24	4.33	0.24	4.91	4.07	5.74	12.32	10.51	8.19	10.11	7.12	8.32	6.01	2.65	6.21	3.70	4.70	5.35
O53_376_guaB	168.33	168.32	179.43	188.42	166.61	190.36	342.38	305.55	197.98	215.52	165.80	202.84	341.26	137.70	157.66	227.19	185.18	218.11	222.08	155.83	168.45	198.13	186.71	161.48	205.74	202.96	143.58	191.27	201.53	187.68	186.52	168.72	243.62	219.80	235.38	261.56
O53_4740_O53_4740	32.10	31.70	26.72	27.72	31.65	34.49	28.74	24.99	26.58	19.51	25.64	31.56	43.49	39.02	30.61	21.13	18.86	30.69	14.10	12.01	13.90	14.00	23.46	17.64	24.45	25.59	19.25	19.37	27.55	19.39	19.87	18.78	18.53	17.36	17.20	21.42
